0.00, 0.53, 0.50, 0.53, 0.49, 0.53, 0.50, 0.47, 0.46, 0.46
0.47, 0.00, 0.47, 0.52, 0.45, 0.51, 0.54, 0.57, 0.53, 0.53
0.50, 0.53, 0.00, 0.52, 0.55, 0.57, 0.52, 0.53, 0.52, 0.52
0.47, 0.48, 0.48, 0.00, 0.48, 0.41, 0.43, 0.47, 0.43, 0.43
0.51, 0.55, 0.45, 0.52, 0.00, 0.50, 0.52, 0.52, 0.54, 0.54
0.47, 0.49, 0.43, 0.59, 0.50, 0.00, 0.44, 0.51, 0.49, 0.49
0.50, 0.46, 0.48, 0.57, 0.48, 0.56, 0.00, 0.50, 0.49, 0.49
0.53, 0.43, 0.47, 0.53, 0.48, 0.49, 0.50, 0.00, 0.49, 0.49
0.54, 0.47, 0.48, 0.57, 0.46, 0.51, 0.51, 0.51, 0.00, 0.00
0.49, 0.49, 0.46, 0.51, 0.45, 0.49, 0.46, 0.48, 0.46, 0.46
